longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,persons_per_house,income_per_person,rooms_per_person,bedrooms_per_household
-122.26,37.85,52.0,2491.0,474.0,1098.0,468.0,3.075,213500.0,1,5.322649572649572,0.1902850260939382,2.3461538461538463,0.002800546448087432,2.268670309653916,1.0128205128205128
-122.26,37.84,52.0,696.0,191.0,345.0,174.0,2.6736,191300.0,1,4.0,0.2744252873563218,1.9827586206896552,0.0077495652173913045,2.017391304347826,1.0977011494252873
-122.26,37.85,52.0,2643.0,626.0,1212.0,620.0,1.9167,159200.0,1,4.262903225806451,0.23685206205069997,1.9548387096774194,0.0015814356435643565,2.1806930693069306,1.0096774193548388
-122.26,37.85,50.0,1120.0,283.0,697.0,264.0,2.125,140000.0,1,4.242424242424242,0.2526785714285714,2.640151515151515,0.003048780487804878,1.6068866571018652,1.071969696969697
-122.27,37.85,52.0,1966.0,347.0,793.0,331.0,2.775,152500.0,1,5.9395770392749245,0.17650050864699898,2.395770392749245,0.0034993694829760402,2.479192938209332,1.0483383685800605
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,155500.0,1,4.052805280528053,0.23859934853420195,2.1386138613861387,0.003271913580246914,1.8950617283950617,0.966996699669967
-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,1,5.343675417661098,0.20321572130415363,2.3627684964200477,0.002011212121212121,2.2616161616161614,1.0859188544152745
-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,1,5.465454545454546,0.19827012641383898,2.5090909090909093,0.0037728985507246376,2.1782608695652175,1.0836363636363637
-122.27,37.85,40.0,751.0,184.0,409.0,166.0,1.3578,147500.0,1,4.524096385542169,0.24500665778961384,2.463855421686747,0.0033198044009779947,1.8361858190709046,1.108433734939759
-122.27,37.85,42.0,1639.0,367.0,929.0,366.0,1.7135,159800.0,1,4.478142076502732,0.2239170225747407,2.5382513661202184,0.0018444564047362755,1.7642626480086114,1.0027322404371584
-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,113900.0,1,5.096234309623431,0.22208538587848933,2.1234309623430963,0.0016995073891625616,2.4,1.1317991631799162
-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,1,5.193846153846154,0.19964454976303317,2.624615384615385,0.0025563892145369286,1.9788980070339977,1.0369230769230768
-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,1,5.270142180094787,0.19649280575539568,2.3838862559241707,0.002584493041749503,2.210735586481113,1.0355450236966826
-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,1,4.495798319327731,0.22990654205607478,2.6638655462184873,0.0075829652996845425,1.6876971608832807,1.0336134453781514
-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,1,4.7280334728033475,0.215929203539823,2.5397489539748954,0.004052224052718287,1.8616144975288302,1.0209205020920502
-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,1,4.7808564231738035,0.22181243414120128,2.7758186397984885,0.0016406533575317604,1.7223230490018149,1.0604534005037782
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,1,4.40169133192389,0.23631123919308358,2.3911205073995774,0.0014521662245800177,1.8408488063660478,1.040169133192389
-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,1,4.703225806451613,0.2194787379972565,2.5483870967741935,0.004272151898734177,1.8455696202531646,1.032258064516129
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,1,5.068783068783069,0.23329853862212943,2.2830687830687832,0.002233371958285052,2.220162224797219,1.1825396825396826
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,1,4.882086167800454,0.22340919647004182,2.6485260770975056,0.0016793664383561644,1.8433219178082192,1.090702947845805
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,1,5.737313432835821,0.21279916753381894,3.062686567164179,0.0017513645224171539,1.8732943469785575,1.2208955223880598
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,1,5.0303951367781155,0.22114803625377644,2.291793313069909,0.001823607427055703,2.1949602122015914,1.1124620060790273
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,1,4.972014925373134,0.2153846153846154,2.3470149253731343,0.002170349761526232,2.118441971383148,1.0708955223880596
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,1,4.6022727272727275,0.23209876543209876,2.159090909090909,0.0026071929824561402,2.1315789473684212,1.0681818181818181
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,1,4.807486631016043,0.24026696329254726,2.6390374331550803,0.0011116514690982775,1.8216818642350556,1.1550802139037433
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,1,3.7493796526054592,0.25810721376571805,2.235732009925558,0.001565260821309656,1.677025527192009,0.967741935483871
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,1,4.757281553398058,0.22448979591836735,2.2297734627831716,0.005050798258345428,2.1335268505079825,1.0679611650485437
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,1,3.4942528735632186,0.29399671052631576,1.978448275862069,0.0018807552650689904,1.766158315177923,1.0272988505747127
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,1,4.215189873417722,0.25165165165165165,2.3949367088607594,0.0022175475687103595,1.7600422832980973,1.0607594936708862
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,1,3.7590361445783134,0.33226495726495725,2.076305220883534,0.0024858800773694388,1.8104448742746615,1.248995983935743
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,1,3.7724867724867726,0.28330995792426367,2.4444444444444446,0.0022186147186147183,1.5432900432900434,1.0687830687830688
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,1,4.797979797979798,0.21263157894736842,2.3585858585858586,0.008488865096359743,2.0342612419700212,1.02020202020202
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,1,4.941780821917808,0.21552321552321552,2.26027397260274,0.004564393939393939,2.1863636363636365,1.0650684931506849
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,1,4.335078534031414,0.2536231884057971,1.8795811518324608,0.003728133704735376,2.3064066852367686,1.0994764397905759
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,1,3.700657894736842,0.2862222222222222,2.026315789473684,0.003288961038961039,1.8262987012987013,1.0592105263157894
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,1,3.9802371541501977,0.3098311817279047,2.205533596837945,0.0031089605734767023,1.8046594982078854,1.233201581027668
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,1,3.9,0.3125,2.64375,0.0022472813238770687,1.475177304964539,1.21875
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,1,2.6875,0.3964059196617336,1.9886363636363635,0.0025357142857142857,1.3514285714285714,1.0653409090909092
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,1,2.045662100456621,0.5055803571428571,1.678082191780822,0.0012541496598639456,1.2190476190476192,1.0342465753424657
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,1,4.58968058968059,0.24411134903640258,2.6068796068796067,0.0014180018850141376,1.7606032045240338,1.1203931203931203
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,1,4.473611111111111,0.26482458863706926,2.720833333333333,0.0005670239918325676,1.6442062276671772,1.1847222222222222
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,1,4.075,0.27975460122699386,2.905,0.001073580034423408,1.4027538726333908,1.14
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,1,5.021459227467811,0.20085470085470086,3.0085836909871246,0.0022964336661911553,1.6690442225392297,1.0085836909871244
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,1,4.295454545454546,0.2571428571428571,2.618181818181818,0.0024501736111111113,1.640625,1.1045454545454545
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,1,4.77992277992278,0.23263327948303716,2.4015444015444016,0.0024207395498392283,1.9903536977491962,1.111969111969112
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,1,6.102459016393443,0.22498321020819342,2.9836065573770494,0.0011225274725274726,2.04532967032967,1.3729508196721312
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,1,4.5625,0.24585436193222782,3.5328947368421053,0.0011332402234636872,1.2914338919925512,1.1217105263157894
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,1,2.7719298245614037,0.2721518987341772,1.6491228070175439,0.02726063829787234,1.6808510638297873,0.7543859649122807
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,1,5.994652406417113,0.18822479928635147,2.962566844919786,0.006124368231046931,2.023465703971119,1.1283422459893049
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,1,5.869565217391305,0.21481481481481482,3.739130434782609,0.07114302325581395,1.569767441860465,1.2608695652173914
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,1,6.229508196721311,0.25,3.0901639344262297,0.002390185676392573,2.0159151193633953,1.5573770491803278
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,1,7.69811320754717,0.19362745098039216,3.2767295597484276,0.002285988483685221,2.349328214971209,1.490566037735849
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,1,6.225563909774436,0.21980676328502416,2.9473684210526314,0.006616836734693877,2.1122448979591835,1.368421052631579
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,1,5.401069518716578,0.20693069306930692,3.229946524064171,0.0019316225165562915,1.6721854304635762,1.1176470588235294
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,1,4.382530120481928,0.24329896907216494,2.3734939759036147,0.0010223350253807106,1.8464467005076142,1.0662650602409638
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,1,6.98639455782313,0.23758519961051608,3.3469387755102042,0.005303658536585366,2.08739837398374,1.6598639455782314
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,1,6.975609756097561,0.19055944055944055,3.341463414634146,0.0067576642335766424,2.0875912408759123,1.329268292682927
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,1,4.584288052373159,0.22991788646911818,2.983633387888707,0.0005376851343938563,1.5364783324190894,1.0540098199672667
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,1,6.047244094488189,0.19791666666666666,3.0866141732283463,0.00452015306122449,1.9591836734693877,1.1968503937007875
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,1,3.375451263537906,0.3176470588235294,2.101083032490975,0.0012518900343642613,1.6065292096219932,1.0722021660649819
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,1,5.552631578947368,0.24170616113744076,3.6842105263157894,0.003125,1.5071428571428571,1.3421052631578947
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,1,1.7142857142857142,0.3333333333333333,2.5714285714285716,0.027772222222222222,0.6666666666666666,0.5714285714285714
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,1,6.2781954887218046,0.19281437125748502,2.180451127819549,0.008562068965517242,2.8793103448275863,1.2105263157894737
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,1,2.8177676537585423,0.3734842360549717,1.7357630979498861,0.001212729658792651,1.6233595800524934,1.0523917995444192
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,1,5.724950884086444,0.1928620452985587,2.4282907662082516,0.0019792880258899677,2.3576051779935274,1.1041257367387034
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,1,5.830917874396135,0.20132560066280034,3.4830917874396135,0.0015410540915395284,1.6740638002773924,1.173913043478261
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,1,5.369230769230769,0.21432664756446992,3.243076923076923,0.0007614800759013282,1.6555977229601517,1.1507692307692308
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,1,4.412903225806452,0.2573099415204678,2.2193548387096773,0.005847093023255814,1.9883720930232558,1.135483870967742
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,1,3.1972318339100347,0.31277056277056275,2.1072664359861593,0.0024630541871921183,1.5172413793103448,1.0
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,1,3.75,0.26666666666666666,3.267857142857143,0.006375409836065574,1.1475409836065573,1.0
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,1,3.9080459770114944,0.2852941176470588,2.2988505747126435,0.007604,1.7,1.1149425287356323
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,1,2.490322580645161,0.42487046632124353,2.232258064516129,0.0023338150289017342,1.115606936416185,1.0580645161290323
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,1,5.609467455621302,0.1940928270042194,2.7633136094674557,0.003873233404710921,2.0299785867237685,1.0887573964497042
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,1,6.721739130434782,0.18499353169469598,3.2782608695652176,0.006388063660477454,2.050397877984085,1.2434782608695651
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,1,2.3157894736842106,0.5125,1.5315789473684212,0.0016786941580756013,1.5120274914089347,1.186842105263158
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,1,2.6515151515151514,0.3977142857142857,1.6545454545454545,0.001391941391941392,1.6025641025641026,1.0545454545454545
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,1,2.6923076923076925,0.4,3.2051282051282053,0.0077776,0.84,1.0769230769230769
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,500001.0,1,2.929411764705882,0.3132530120481928,4.658823529411765,0.00313989898989899,0.6287878787878788,0.9176470588235294
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,1,2.74585635359116,0.39436619718309857,2.2099447513812156,0.00261725,1.2425,1.0828729281767955
-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,1,2.4431818181818183,0.4046511627906977,10.272727272727273,0.000958849557522124,0.23783185840707965,0.9886363636363636
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,1,2.823529411764706,0.3229166666666667,5.617647058823529,0.003926701570680628,0.5026178010471204,0.9117647058823529
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,1,3.493377483443709,0.3289099526066351,2.377483443708609,0.003670473537604457,1.4693593314763231,1.1490066225165563
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,1,3.6723768736616704,0.363265306122449,2.841541755888651,0.0013923888470233608,1.2923888470233609,1.3340471092077089
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,1,2.294016358157555,0.4648151623193845,1.493327593628928,0.0005793023926203517,1.5361775727875469,1.066293585880327
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,1,3.8949152542372882,0.28959965187119235,1.735593220338983,0.001384033203125,2.244140625,1.1279661016949152
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,1,3.681318681318681,0.3194029850746269,2.21978021978022,0.009931683168316833,1.6584158415841583,1.1758241758241759
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,1,2.9456,0.3449212384573601,1.6192,0.0006020256916996047,1.8191699604743083,1.016
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,1,3.7071428571428573,0.29865125240847784,1.8755102040816327,0.001420239390642002,1.9766050054406965,1.1071428571428572
-117.04,32.8,11.0,1802.0,440.0,630.0,428.0,2.0337,146700.0,2,4.210280373831775,0.244173140954495,1.47196261682243,0.0032280952380952382,2.8603174603174604,1.02803738317757
-121.29,38.89,10.0,653.0,120.0,407.0,146.0,3.3889,110800.0,3,4.472602739726027,0.18376722817764166,2.787671232876712,0.008326535626535627,1.6044226044226044,0.821917808219178
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,266300.0,4,3.9673202614379086,0.26112026359143325,2.1437908496732025,0.0020740853658536584,1.850609756097561,1.0359477124183007
-118.47,33.99,24.0,1438.0,454.0,665.0,416.0,2.975,500001.0,2,3.456730769230769,0.3157162726008345,1.5985576923076923,0.004473684210526316,2.162406015037594,1.0913461538461537
-121.77,37.33,9.0,3160.0,468.0,1675.0,470.0,7.5443,348400.0,2,6.723404255319149,0.14810126582278482,3.5638297872340425,0.004504059701492537,1.8865671641791044,0.9957446808510638
-118.5,33.97,29.0,2737.0,808.0,1157.0,696.0,5.128,500001.0,2,3.932471264367816,0.2952137376689806,1.6623563218390804,0.004432152117545376,2.365600691443388,1.160919540229885
-122.96,38.26,20.0,1982.0,358.0,308.0,132.0,3.1429,240900.0,4,15.015151515151516,0.18062563067608475,2.3333333333333335,0.01020422077922078,6.435064935064935,2.712121212121212
-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,500001.0,2,4.345394736842105,0.25889477668433003,1.7532894736842106,0.0014291932457786117,2.478424015009381,1.125
-117.91,34.07,36.0,1390.0,270.0,887.0,266.0,5.0897,189000.0,2,5.225563909774436,0.19424460431654678,3.3345864661654137,0.005738105975197294,1.5670800450958287,1.0150375939849625
-117.85,33.85,17.0,4678.0,1065.0,2427.0,1020.0,4.2276,254100.0,2,4.586274509803921,0.22766139375801625,2.3794117647058823,0.001741903584672435,1.9274824886691388,1.0441176470588236
-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0,3,11.679878048780488,0.1631427825632994,3.0,0.0051542682926829265,3.893292682926829,1.9054878048780488
-122.49,37.67,29.0,3795.0,675.0,2494.0,696.0,5.2848,260300.0,4,5.452586206896552,0.17786561264822134,3.5833333333333335,0.0021190056134723335,1.5216519647153168,0.9698275862068966
-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,307400.0,2,8.776744186046512,0.12082670906200318,3.6906976744186046,0.0054245746691871455,2.3780718336483933,1.0604651162790697
-118.36,33.91,36.0,2064.0,474.0,1366.0,421.0,4.1,243100.0,2,4.902612826603326,0.22965116279069767,3.2446555819477436,0.003001464128843338,1.5109809663250366,1.1258907363420427
-117.27,33.04,27.0,1839.0,392.0,1302.0,404.0,3.55,214600.0,4,4.551980198019802,0.21315932572050028,3.222772277227723,0.002726574500768049,1.412442396313364,0.9702970297029703
-121.96,37.3,23.0,4040.0,843.0,2181.0,843.0,4.0403,303400.0,2,4.792408066429418,0.20866336633663365,2.587188612099644,0.0018524988537368182,1.8523613021549747,1.0
-122.16,37.74,46.0,1029.0,181.0,567.0,211.0,3.4844,129500.0,1,4.876777251184834,0.17589893100097181,2.6872037914691944,0.006145326278659612,1.8148148148148149,0.8578199052132701
-117.47,34.12,6.0,10565.0,1767.0,5690.0,1555.0,4.1797,141000.0,3,6.794212218649518,0.16725035494557502,3.6591639871382635,0.0007345694200351495,1.8567662565905096,1.1363344051446946
-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,179700.0,3,6.551051051051051,0.1581480632592253,3.6186186186186187,0.0022748547717842326,1.8103734439834025,1.0360360360360361
-118.31,33.75,34.0,2338.0,393.0,1031.0,373.0,6.287,396400.0,4,6.2680965147453085,0.1680923866552609,2.7640750670241285,0.0060979631425800195,2.267701260911736,1.0536193029490617
-118.19,33.9,32.0,2762.0,652.0,2677.0,632.0,2.5719,105600.0,2,4.370253164556962,0.23606082548877624,4.235759493670886,0.0009607396339185655,1.0317519611505417,1.0316455696202531
-117.05,32.57,13.0,2880.0,576.0,2450.0,567.0,3.1696,138000.0,4,5.079365079365079,0.2,4.320987654320987,0.0012937142857142856,1.1755102040816328,1.0158730158730158
-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,179800.0,1,4.494949494949495,0.2247191011235955,2.4292929292929295,0.006744282744282745,1.8503118503118503,1.0101010101010102
-122.28,37.49,29.0,4148.0,635.0,1638.0,627.0,6.912,457200.0,4,6.615629984051036,0.15308582449373193,2.61244019138756,0.004219780219780219,2.5323565323565322,1.0127591706539074
-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,160000.0,2,3.4807121661721068,0.2894288150042626,5.700296735905044,0.000797371160853722,0.6106194690265486,1.0074183976261128
-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,214900.0,4,3.9306666666666668,0.2805291723202171,2.18,0.0016330275229357798,1.8030581039755351,1.1026666666666667
-118.12,33.86,34.0,2116.0,427.0,972.0,396.0,4.8516,213600.0,2,5.343434343434343,0.20179584120982988,2.4545454545454546,0.004991358024691359,2.1769547325102883,1.0782828282828283
-120.04,36.96,23.0,2126.0,506.0,2091.0,491.0,1.3713,51800.0,3,4.329938900203666,0.23800564440263405,4.258655804480652,0.0006558106169296987,1.0167384026781445,1.030549898167006
-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,329300.0,2,5.387878787878788,0.1749156355455568,2.7515151515151515,0.008451541850220264,1.9581497797356828,0.9424242424242424
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,1,4.96983758700696,0.2012138188608777,3.0580046403712298,0.002332094081942337,1.6251896813353566,1.0
-118.23,33.9,45.0,1285.0,238.0,840.0,211.0,3.4107,112500.0,2,6.090047393364929,0.18521400778210118,3.981042654028436,0.0040603571428571425,1.5297619047619047,1.127962085308057
-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735,214600.0,3,7.237569060773481,0.15114503816793892,3.657458563535912,0.004058534743202417,1.9788519637462236,1.0939226519337018
-122.34,37.55,44.0,2465.0,328.0,843.0,324.0,6.9533,500001.0,4,7.6080246913580245,0.1330628803245436,2.6018518518518516,0.008248279952550414,2.9240806642941872,1.0123456790123457
-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,387500.0,2,3.7019328585961344,0.27535037098103876,1.5147507629704984,0.0031025520483546004,2.4439220953660175,1.0193285859613428
-122.19,37.78,52.0,2198.0,397.0,984.0,369.0,3.22,156500.0,1,5.956639566395664,0.18061874431301184,2.6666666666666665,0.003272357723577236,2.233739837398374,1.075880758807588
-117.99,33.88,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0,2,4.3605313092979125,0.24673629242819844,2.3927893738140416,0.0033641554321966697,1.8223632038065027,1.0759013282732448
-119.05,36.06,23.0,2344.0,407.0,1184.0,406.0,3.1625,70600.0,3,5.773399014778325,0.17363481228668942,2.916256157635468,0.0026710304054054054,1.9797297297297298,1.0024630541871922
-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,185400.0,4,4.376310272536688,0.24047904191616767,3.469601677148847,0.0009664350453172205,1.2613293051359518,1.0524109014675052
-121.62,36.67,45.0,1827.0,408.0,1507.0,410.0,2.8942,129000.0,2,4.45609756097561,0.2233169129720854,3.675609756097561,0.0019205043132050432,1.212342402123424,0.9951219512195122
-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,63000.0,3,5.279176201372998,0.22756827048114434,2.897025171624714,0.0013329383886255925,1.8222748815165877,1.2013729977116705
-119.1,35.79,19.0,1809.0,477.0,2051.0,416.0,1.8144,49800.0,3,4.3485576923076925,0.263681592039801,4.930288461538462,0.000884641638225256,0.8820087762067285,1.1466346153846154
-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,201700.0,2,5.278532608695652,0.19536679536679535,3.402173913043478,0.0014557907348242813,1.551517571884984,1.03125
-121.86,39.75,18.0,1651.0,309.0,856.0,293.0,3.5046,118300.0,3,5.63481228668942,0.18715929739551787,2.9215017064846416,0.004094158878504673,1.9287383177570094,1.0546075085324231
-118.02,34.13,34.0,1966.0,319.0,980.0,297.0,7.7307,429000.0,3,6.619528619528619,0.16225839267548323,3.2996632996632997,0.007888469387755101,2.0061224489795917,1.0740740740740742
-118.05,34.06,25.0,1022.0,291.0,1570.0,297.0,3.023,142000.0,2,3.441077441077441,0.2847358121330724,5.286195286195286,0.0019254777070063696,0.6509554140127388,0.9797979797979798
-118.09,33.98,37.0,1226.0,255.0,1068.0,271.0,3.1607,172200.0,2,4.523985239852398,0.20799347471451876,3.940959409594096,0.002959456928838951,1.147940074906367,0.940959409594096
-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,118800.0,1,5.049468085106383,0.20383440429790373,2.7457446808510637,0.0005955443626501356,1.839015885315769,1.0292553191489362
